demographics_key,sex,age_group,education_level,annual_income,race_ethnicity
5053,Female,80+,College graduate or higher,"$150,000 to < $200,000",Black only (non-Hispanic)
5054,Male,55-59,College graduate or higher,,Asian (non-Hispanic)
5055,Female,65-69,Some college or technical school,"$150,000 to < $200,000",Asian (non-Hispanic)
5056,Male,,Some college or technical school,"$25,000 to <$35,000",White only (non-Hispanic)
5057,Male,75-79,High school graduate,"$25,000 to <$35,000",Hispanic
5058,Female,70-74,Some college or technical school,"$100,000 to < $150,000",Hispanic
5059,Male,80+,Never attended school,,
5060,Female,60-64,Some college or technical school,"$200,000 or more",Hispanic
5061,Female,55-59,College graduate or higher,,Asian (non-Hispanic)
5062,Male,80+,High school graduate,"$150,000 to < $200,000",Hispanic
5063,Male,65-69,College graduate or higher,"$75,000 to < $100,000",Asian (non-Hispanic)
5064,Male,55-59,College graduate or higher,,Hispanic
5065,Female,55-59,Some college or technical school,"$75,000 to < $100,000",
5066,Male,60-64,Some college or technical school,"$15,000 to <$20,000",American Indian/Alaska Native (non-Hispanic)
5067,Male,60-64,Some college or technical school,"$35,000 to <$50,000",
5068,Male,45-49,College graduate or higher,"$25,000 to <$35,000",Asian (non-Hispanic)
5069,Male,60-64,College graduate or higher,"$25,000 to <$35,000",
5070,Male,,College graduate or higher,,Asian (non-Hispanic)
5071,Female,,College graduate or higher,"$20,000 to <$25,000",White only (non-Hispanic)
5072,Male,,College graduate or higher,"Less than $10,000",White only (non-Hispanic)
5073,Female,75-79,College graduate or higher,"$35,000 to <$50,000",Asian (non-Hispanic)
5074,Female,70-74,Some college or technical school,"Less than $10,000",White only (non-Hispanic)
5075,Female,80+,College graduate or higher,"$25,000 to <$35,000",Asian (non-Hispanic)
5076,Male,50-54,College graduate or higher,"$15,000 to <$20,000",Hispanic
5077,Male,65-69,College graduate or higher,"$50,000 to <$75,000",Hispanic
5078,Male,60-64,College graduate or higher,"$20,000 to <$25,000",Hispanic
5079,Female,18-24,College graduate or higher,"$100,000 to < $150,000",Asian (non-Hispanic)
5080,Male,80+,Some college or technical school,"$20,000 to <$25,000",Multiracial (non-Hispanic)
5081,Male,80+,High school graduate,"$150,000 to < $200,000",White only (non-Hispanic)
5082,Female,60-64,Some high school,"$100,000 to < $150,000",Hispanic
5083,Female,70-74,High school graduate,"$15,000 to <$20,000",Multiracial (non-Hispanic)
5084,Male,70-74,College graduate or higher,,Hispanic
5085,Female,80+,Some high school,"$15,000 to <$20,000",Hispanic
5086,Male,60-64,High school graduate,"$200,000 or more",
5087,Male,45-49,Some college or technical school,"$20,000 to <$25,000",Hispanic
5088,Female,70-74,Some college or technical school,"$15,000 to <$20,000",Hispanic
5089,Female,55-59,College graduate or higher,"Less than $10,000",Hispanic
5090,Female,70-74,College graduate or higher,"$50,000 to <$75,000",Asian (non-Hispanic)
5091,Male,80+,College graduate or higher,"$200,000 or more",Asian (non-Hispanic)
5092,Male,60-64,College graduate or higher,"$25,000 to <$35,000",Hispanic
5093,Female,70-74,College graduate or higher,"$150,000 to < $200,000",Black only (non-Hispanic)
5094,Female,,College graduate or higher,"$200,000 or more",Hispanic
5095,Male,80+,College graduate or higher,"$75,000 to < $100,000",
5096,Male,80+,Elementary,"$15,000 to <$20,000",Hispanic
5097,Male,70-74,College graduate or higher,,Asian (non-Hispanic)
5098,Male,70-74,College graduate or higher,"$35,000 to <$50,000",Asian (non-Hispanic)
5099,Female,80+,Some high school,,Other race (non-Hispanic)
5100,Male,75-79,Refused,"$25,000 to <$35,000",White only (non-Hispanic)
5101,Male,75-79,Some high school,"$20,000 to <$25,000",Asian (non-Hispanic)
5102,Female,70-74,College graduate or higher,"$35,000 to <$50,000",Hispanic
5103,Female,80+,Elementary,,American Indian/Alaska Native (non-Hispanic)
5104,Male,75-79,College graduate or higher,"$50,000 to <$75,000",Hispanic
5105,Female,70-74,Some college or technical school,"$150,000 to < $200,000",Hispanic
5106,Male,30-34,Some college or technical school,"$35,000 to <$50,000",Multiracial (non-Hispanic)
5107,Male,65-69,High school graduate,"$25,000 to <$35,000",Asian (non-Hispanic)
5108,Male,,Refused,,Black only (non-Hispanic)
5109,Female,65-69,College graduate or higher,"$150,000 to < $200,000",Asian (non-Hispanic)
5110,Male,65-69,Elementary,"$35,000 to <$50,000",Hispanic
5111,Male,75-79,High school graduate,"$100,000 to < $150,000",
5112,Female,75-79,Some college or technical school,"$10,000 to <$15,000",American Indian/Alaska Native (non-Hispanic)
5113,Female,70-74,High school graduate,"$100,000 to < $150,000",Hispanic
5114,Female,70-74,Some college or technical school,,Asian (non-Hispanic)
5115,Female,25-29,Refused,,Black only (non-Hispanic)
5116,Female,80+,High school graduate,"$200,000 or more",
5117,Female,80+,Some college or technical school,"$200,000 or more",Other race (non-Hispanic)
5118,Male,65-69,College graduate or higher,"$50,000 to <$75,000",Asian (non-Hispanic)
5119,Male,75-79,High school graduate,"$25,000 to <$35,000",Other race (non-Hispanic)
5120,Male,80+,College graduate or higher,"Less than $10,000",White only (non-Hispanic)
5121,Male,80+,High school graduate,"Less than $10,000",Hispanic
5122,Male,70-74,College graduate or higher,"$100,000 to < $150,000",Hispanic
5123,Male,70-74,Some college or technical school,"$10,000 to <$15,000",Multiracial (non-Hispanic)
5124,Female,45-49,Some high school,"$25,000 to <$35,000",Hispanic
5125,Male,55-59,Elementary,"$20,000 to <$25,000",Hispanic
5126,Male,45-49,High school graduate,"$10,000 to <$15,000",White only (non-Hispanic)
5127,Female,80+,Some college or technical school,"$200,000 or more",Black only (non-Hispanic)
5128,Female,,Some college or technical school,"$25,000 to <$35,000",White only (non-Hispanic)
5129,Female,,Some college or technical school,"$20,000 to <$25,000",White only (non-Hispanic)
5130,Male,70-74,Refused,"$50,000 to <$75,000",White only (non-Hispanic)
5131,Male,45-49,College graduate or higher,,Asian (non-Hispanic)
5132,Male,60-64,Some college or technical school,"$20,000 to <$25,000",Multiracial (non-Hispanic)
5133,Male,60-64,Some college or technical school,"$10,000 to <$15,000",Asian (non-Hispanic)
5134,Male,,High school graduate,"$10,000 to <$15,000",Multiracial (non-Hispanic)
5135,Male,75-79,College graduate or higher,"$100,000 to < $150,000",Asian (non-Hispanic)
5136,Female,65-69,High school graduate,"$50,000 to <$75,000",Multiracial (non-Hispanic)
5137,Male,40-44,Some college or technical school,"$75,000 to < $100,000",Asian (non-Hispanic)
5138,Female,65-69,Some college or technical school,"$10,000 to <$15,000",Asian (non-Hispanic)
5139,Female,75-79,Some college or technical school,"$50,000 to <$75,000",
5140,Female,65-69,Some college or technical school,"$75,000 to < $100,000",Asian (non-Hispanic)
5141,Female,75-79,College graduate or higher,"$200,000 or more",Asian (non-Hispanic)
5142,Male,75-79,Some college or technical school,"$150,000 to < $200,000",Black only (non-Hispanic)
5143,Female,75-79,Some high school,"$25,000 to <$35,000",Hispanic
5144,Male,30-34,College graduate or higher,"$200,000 or more",Asian (non-Hispanic)
5145,Female,65-69,Elementary,"$75,000 to < $100,000",White only (non-Hispanic)
5146,Female,60-64,College graduate or higher,"$50,000 to <$75,000",Asian (non-Hispanic)
5147,Male,60-64,College graduate or higher,"$25,000 to <$35,000",Asian (non-Hispanic)
5148,Female,70-74,Refused,,Hispanic
5149,Female,80+,Elementary,,
5150,Female,75-79,High school graduate,"$75,000 to < $100,000",Hispanic
5151,Male,,College graduate or higher,"$35,000 to <$50,000",American Indian/Alaska Native (non-Hispanic)
5152,Female,,College graduate or higher,"$200,000 or more",American Indian/Alaska Native (non-Hispanic)
5153,Male,35-39,College graduate or higher,"$75,000 to < $100,000",
5154,Male,65-69,Refused,,
5155,Female,75-79,High school graduate,"$10,000 to <$15,000",Hispanic
5156,Female,80+,College graduate or higher,"$200,000 or more",
5157,Female,65-69,Some college or technical school,"Less than $10,000",Hispanic
5158,Male,80+,College graduate or higher,"$150,000 to < $200,000",
5159,Female,50-54,Some college or technical school,"$200,000 or more",Multiracial (non-Hispanic)
5160,Female,50-54,Some high school,"$50,000 to <$75,000",Other race (non-Hispanic)
5161,Female,70-74,Some college or technical school,"$35,000 to <$50,000",Asian (non-Hispanic)
5162,Female,45-49,High school graduate,"$200,000 or more",Hispanic
5163,Male,70-74,High school graduate,"$150,000 to < $200,000",Hispanic
5164,Male,60-64,Some college or technical school,"$200,000 or more",Asian (non-Hispanic)
5165,Male,,Some college or technical school,,Asian (non-Hispanic)
5166,Female,65-69,College graduate or higher,"$200,000 or more",
5167,Female,70-74,Some high school,"$150,000 to < $200,000",White only (non-Hispanic)
5168,Male,55-59,Some college or technical school,"$35,000 to <$50,000",Multiracial (non-Hispanic)
5169,Male,80+,Some college or technical school,"$50,000 to <$75,000",Black only (non-Hispanic)
5170,Female,80+,Refused,"$10,000 to <$15,000",Hispanic
5171,Male,60-64,College graduate or higher,"Less than $10,000",White only (non-Hispanic)
5172,Female,80+,High school graduate,"$25,000 to <$35,000",Multiracial (non-Hispanic)
5173,Female,55-59,College graduate or higher,"$25,000 to <$35,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
5174,Male,,College graduate or higher,"$100,000 to < $150,000",Asian (non-Hispanic)
5175,Female,75-79,College graduate or higher,"$100,000 to < $150,000",American Indian/Alaska Native (non-Hispanic)
5176,Male,55-59,College graduate or higher,"Less than $10,000",Hispanic
5177,Female,65-69,College graduate or higher,"$35,000 to <$50,000",Asian (non-Hispanic)
5178,Male,60-64,College graduate or higher,"$100,000 to < $150,000",Other race (non-Hispanic)
5179,Female,45-49,Refused,,Hispanic
5180,Male,25-29,Some college or technical school,"$50,000 to <$75,000",
5181,Male,,College graduate or higher,"$35,000 to <$50,000",Hispanic
5182,Female,40-44,Elementary,"$35,000 to <$50,000",Hispanic
5183,Male,18-24,Some college or technical school,"$150,000 to < $200,000",Black only (non-Hispanic)
5184,Male,65-69,High school graduate,"Less than $10,000",Hispanic
5185,Male,55-59,Elementary,"$20,000 to <$25,000",
5186,Male,30-34,Some high school,"$35,000 to <$50,000",Hispanic
5187,Female,25-29,High school graduate,"$35,000 to <$50,000",
5188,Female,18-24,Some high school,"$20,000 to <$25,000",Hispanic
5189,Female,30-34,College graduate or higher,"$150,000 to < $200,000",
5190,Female,65-69,Elementary,"$150,000 to < $200,000",Hispanic
5191,Male,18-24,High school graduate,"$20,000 to <$25,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
5192,Female,18-24,Some college or technical school,"$200,000 or more",Asian (non-Hispanic)
5193,Male,60-64,Elementary,"$10,000 to <$15,000",Black only (non-Hispanic)
5194,Male,18-24,College graduate or higher,"$50,000 to <$75,000",Black only (non-Hispanic)
5195,Female,18-24,Some college or technical school,"$100,000 to < $150,000",Asian (non-Hispanic)
5196,Male,75-79,High school graduate,"$75,000 to < $100,000",Multiracial (non-Hispanic)
5197,Male,75-79,College graduate or higher,"$15,000 to <$20,000",Hispanic
5198,Male,80+,College graduate or higher,"$50,000 to <$75,000",Multiracial (non-Hispanic)
5199,Male,80+,Some high school,"$10,000 to <$15,000",Other race (non-Hispanic)
5200,Female,18-24,Some college or technical school,"$200,000 or more",Black only (non-Hispanic)
5201,Female,18-24,High school graduate,"Less than $10,000",Asian (non-Hispanic)
5202,Female,30-34,College graduate or higher,"$200,000 or more",Hispanic
5203,Female,45-49,College graduate or higher,"$150,000 to < $200,000",Other race (non-Hispanic)
5204,Male,30-34,College graduate or higher,"$25,000 to <$35,000",Asian (non-Hispanic)
5205,Male,60-64,College graduate or higher,"$10,000 to <$15,000",Hispanic
5206,Male,35-39,College graduate or higher,"Less than $10,000",Black only (non-Hispanic)
5207,Female,40-44,College graduate or higher,"$200,000 or more",Other race (non-Hispanic)
5208,Female,18-24,College graduate or higher,"$25,000 to <$35,000",Asian (non-Hispanic)
5209,Male,18-24,High school graduate,"$50,000 to <$75,000",Asian (non-Hispanic)
5210,Male,30-34,High school graduate,"$75,000 to < $100,000",Asian (non-Hispanic)
5211,Male,80+,Refused,,
5212,Male,35-39,College graduate or higher,"$20,000 to <$25,000",Hispanic
5213,Male,80+,High school graduate,"$20,000 to <$25,000",Other race (non-Hispanic)
5214,Male,50-54,Some college or technical school,"$200,000 or more",Black only (non-Hispanic)
5215,Female,65-69,Some college or technical school,"$200,000 or more",Asian (non-Hispanic)
5216,Female,60-64,Some high school,,Multiracial (non-Hispanic)
5217,Female,75-79,College graduate or higher,"$25,000 to <$35,000",Hispanic
5218,Male,55-59,College graduate or higher,"$20,000 to <$25,000",Black only (non-Hispanic)
5219,Male,25-29,College graduate or higher,"$50,000 to <$75,000",Black only (non-Hispanic)
5220,Male,45-49,High school graduate,"$200,000 or more",Hispanic
5221,Male,18-24,High school graduate,"$10,000 to <$15,000",Other race (non-Hispanic)
5222,Male,45-49,High school graduate,"$100,000 to < $150,000",Other race (non-Hispanic)
5223,Female,18-24,Elementary,"Less than $10,000",Native Hawaiian or other Pacific Islander only (non-Hispanic)
5224,Male,50-54,Some college or technical school,"$50,000 to <$75,000",
5225,Male,18-24,College graduate or higher,"$100,000 to < $150,000",Asian (non-Hispanic)
5226,Female,18-24,Some college or technical school,"$100,000 to < $150,000",Hispanic
5227,Female,45-49,College graduate or higher,"$10,000 to <$15,000",Other race (non-Hispanic)
5228,Male,45-49,College graduate or higher,"$200,000 or more",Asian (non-Hispanic)
5229,Male,25-29,Elementary,,Hispanic
5230,Male,30-34,High school graduate,"$50,000 to <$75,000",Other race (non-Hispanic)
5231,Female,18-24,High school graduate,"$50,000 to <$75,000",Asian (non-Hispanic)
5232,Male,30-34,College graduate or higher,,Other race (non-Hispanic)
5233,Male,25-29,College graduate or higher,"$35,000 to <$50,000",American Indian/Alaska Native (non-Hispanic)
5234,Male,50-54,Some college or technical school,"Less than $10,000",Multiracial (non-Hispanic)
5235,Male,50-54,Some high school,"$200,000 or more",White only (non-Hispanic)
5236,Male,55-59,College graduate or higher,"$15,000 to <$20,000",Hispanic
5237,Female,18-24,Some college or technical school,"$35,000 to <$50,000",Black only (non-Hispanic)
5238,Male,30-34,Some college or technical school,"Less than $10,000",Black only (non-Hispanic)
5239,Male,18-24,High school graduate,"$75,000 to < $100,000",Multiracial (non-Hispanic)
5240,Male,55-59,High school graduate,"$200,000 or more",Hispanic
5241,Female,25-29,College graduate or higher,"$10,000 to <$15,000",Asian (non-Hispanic)
5242,Male,35-39,Refused,"$15,000 to <$20,000",Hispanic
5243,Female,30-34,High school graduate,"$75,000 to < $100,000",Other race (non-Hispanic)
5244,Male,45-49,Some college or technical school,"$100,000 to < $150,000",Asian (non-Hispanic)
5245,Male,25-29,College graduate or higher,,Black only (non-Hispanic)
5246,Female,30-34,College graduate or higher,"Less than $10,000",White only (non-Hispanic)
5247,Female,25-29,College graduate or higher,"Less than $10,000",Black only (non-Hispanic)
5248,Male,25-29,Some college or technical school,"$150,000 to < $200,000",Black only (non-Hispanic)
5249,Female,18-24,College graduate or higher,"$50,000 to <$75,000",Asian (non-Hispanic)
5250,Male,25-29,College graduate or higher,"$15,000 to <$20,000",Hispanic
5251,Female,25-29,College graduate or higher,"$10,000 to <$15,000",White only (non-Hispanic)
